permit_id,application_date,province,mining_type,mineral_type,company_size,project_area,estimated_duration,distance_to_water,distance_to_protected_area,distance_to_indigenous_land,expected_employment,environmental_assessment_score,public_comments_received,public_opposition_percentage,company_compliance_history,previous_permits,approval_time_months,approval_confidence,approval_probability,decision_date
NRCAN-A2912,2022-12-08,Ontario,Underground,Uranium,Large,1776.84,8,31.63,77.91,122.03,206,1.0,468,39.85,9.96,3,21.2,Medium,0.6,2024-09-04
NRCAN-A2913,2024-08-06,Ontario,Open-pit,Gold,Large,750.41,11,26.03,31.19,137.96,195,6.46,299,79.68,5.05,11,16.0,Medium,0.5,2025-11-29
NRCAN-A2914,2025-02-05,Ontario,Open-pit,Gold,Small,792.52,11,22.57,45.7,22.3,104,8.75,833,5.33,8.52,1,11.9,Medium,0.8,2026-01-28
NRCAN-A2915,2021-03-09,Ontario,Underground,Gold,Large,228.32,18,48.68,88.95,27.42,53,6.55,820,31.91,5.65,19,13.3,Medium,0.65,2022-04-12
NRCAN-A2916,2024-09-15,Ontario,Open-pit,Gold,Medium,4285.06,19,47.11,14.74,106.53,309,5.47,959,34.18,8.26,7,17.3,High,0.8,2026-02-16
NRCAN-A2917,2021-02-19,Ontario,Open-pit,Gold,Medium,1106.6,10,30.61,75.42,121.16,215,7.82,571,10.49,5.17,11,12.7,High,0.8,2022-03-07
NRCAN-A2918,2022-02-02,Ontario,Open-pit,Unknown,Medium,4111.29,28,22.03,31.68,101.15,289,6.24,202,74.17,8.29,0,21.5,Medium,0.6,2023-11-09
NRCAN-A2919,2023-12-15,Ontario,Open-pit,Gold,Major,2197.16,4,37.79,11.95,21.43,293,3.89,434,77.75,5.17,14,23.9,Low,0.4,2025-12-01
NRCAN-A2920,2023-12-08,Ontario,Underground,Copper,Medium,387.75,10,49.78,27.63,112.26,173,3.39,640,41.79,7.02,6,16.3,Medium,0.6,2025-04-10
NRCAN-A2921,2021-05-01,Ontario,Underground,Lead,Major,2922.07,14,34.33,54.81,20.55,244,4.7,226,60.71,3.71,5,21.1,Low,0.5,2023-01-24
NRCAN-A2922,2025-10-22,Ontario,Open-pit,Lead,Major,1457.08,6,3.5,90.79,8.38,103,7.02,480,89.84,6.01,4,19.9,Medium,0.55,2027-06-11
NRCAN-A2908,2021-07-08,Ontario,Open-pit,Gold,Large,2577.62,11,30.7,36.25,99.61,194,6.72,267,67.17,5.91,6,18.7,Medium,0.5,2023-01-20
NRCAN-A2957,2023-04-18,Ontario,Open-pit,Unknown,Large,3506.11,16,42.92,50.42,28.52,290,3.34,631,15.62,6.49,14,17.8,Medium,0.55,2024-10-03
NRCAN-A2824,2022-01-04,Ontario,Underground,Gold,Large,3214.69,8,14.47,13.31,75.17,297,6.08,745,75.46,5.91,1,21.9,Low,0.5,2023-10-23
NRCAN-A2822,2021-07-09,Ontario,Underground,Gold,Major,3853.9,28,35.16,97.64,126.3,248,6.45,306,73.06,7.08,9,21.3,Medium,0.65,2023-04-09
NRCAN-A2725,2020-12-18,Ontario,Underground,Unknown,Medium,662.8,3,24.27,85.65,118.11,203,7.97,20,22.67,6.46,18,11.7,High,0.8,2021-12-04
NRCAN-A2726,2024-03-26,Ontario,Open-pit,Nickel,Large,4213.71,4,30.85,78.87,68.16,284,5.16,654,1.67,8.3,6,12.4,High,0.8,2025-04-02
NRCAN-A2727,2023-10-28,Ontario,Open-pit,Copper,Medium,4213.38,16,5.09,57.99,110.99,254,7.68,318,13.82,5.47,1,16.4,Medium,0.75,2025-03-02
NRCAN-A2728,2022-06-08,Ontario,Underground,Copper,Small,2361.41,14,27.89,69.5,82.28,210,7.65,955,45.3,7.27,3,15.2,High,0.85,2023-09-07
NRCAN-A2729,2021-01-06,Ontario,Open-pit,Copper,Small,4820.17,27,42.02,34.09,62.2,311,4.39,558,89.24,7.99,17,19.7,Medium,0.65,2022-08-20
NRCAN-A2730,2021-11-11,Ontario,Open-pit,Copper,Medium,4914.44,24,13.99,2.68,136.36,441,4.01,740,44.11,5.48,16,19.2,Low,0.5,2023-06-10
NRCAN-A2731,2020-07-10,Ontario,Underground,Unknown,Medium,2666.65,14,14.51,10.09,62.24,274,8.1,756,38.41,6.08,18,15.1,High,0.8,2021-10-06
NRCAN-A2732,2021-11-25,Ontario,Underground,Gold,Major,1016.05,16,13.61,92.56,35.93,185,4.5,606,36.9,5.75,5,21.8,Medium,0.6,2023-09-10
NRCAN-A2733,2024-05-05,Ontario,Underground,Copper,Medium,2227.52,8,7.76,94.51,36.34,257,6.82,704,72.26,5.08,3,16.1,Low,0.5,2025-08-31
NRCAN-A2734,2025-10-20,Ontario,Underground,Gold,Small,4902.63,18,21.59,49.06,36.31,343,7.5,818,50.6,6.81,15,20.5,Medium,0.65,2027-06-27
NRCAN-A2735,2024-05-05,Ontario,Open-pit,Nickel,Medium,1858.37,7,39.24,57.65,0.37,222,8.78,800,40.84,4.26,9,20.0,Medium,0.7,2025-12-26
NRCAN-A2736,2024-10-09,Ontario,Open-pit,Nickel,Large,4785.51,28,35.63,90.25,65.73,262,7.65,993,94.33,9.16,10,15.3,Medium,0.75,2026-01-11
NRCAN-A2737,2024-02-24,Ontario,Open-pit,Unknown,Medium,3987.14,3,45.03,85.34,133.6,303,4.94,490,27.63,6.3,11,12.5,Medium,0.7,2025-03-05
NRCAN-A2738,2025-07-28,Ontario,Underground,Unknown,Small,2216.11,6,17.85,86.2,3.77,183,8.41,381,83.28,6.08,3,25.9,Low,0.45,2027-09-13
NRCAN-A2739,2025-05-02,Ontario,Underground,Gold,Medium,2713.94,20,28.65,37.18,143.49,155,7.63,619,51.5,3.16,15,19.0,Medium,0.6,2026-11-23
NRCAN-A2740,2022-09-23,Ontario,Open-pit,Gold,Large,3332.17,22,44.92,6.93,107.83,245,7.7,999,6.3,8.58,8,19.1,Medium,0.7,2024-04-18
NRCAN-A2741,2024-10-13,Ontario,Open-pit,Unknown,Large,392.73,4,43.6,48.7,117.8,141,6.4,883,85.85,10.0,3,13.5,Medium,0.55,2025-11-22
NRCAN-A2742,2024-09-11,Ontario,Open-pit,Gold,Small,4668.6,19,23.33,23.74,110.27,340,5.24,355,27.07,8.04,3,16.5,Medium,0.75,2026-01-19
NRCAN-A2743,2025-07-04,Ontario,Underground,Gold,Medium,2989.03,2,45.35,3.58,50.88,211,5.27,481,67.94,5.96,18,23.4,Low,0.35,2027-06-06
NRCAN-A2744,2022-09-13,Ontario,Open-pit,Gold,Medium,4656.43,4,22.26,61.72,105.57,345,5.44,136,87.45,5.19,1,19.7,Low,0.5,2024-04-26
NRCAN-A2745,2024-04-17,Ontario,Open-pit,Gold,Large,3163.17,26,45.15,7.62,70.95,240,4.78,286,53.61,4.2,10,31.5,Low,0.35,2026-11-18
NRCAN-A2746,2021-07-10,Ontario,Underground,Gold,Medium,2160.77,2,38.87,12.02,22.83,293,6.33,668,64.07,3.34,2,18.9,Low,0.5,2023-01-28
NRCAN-A2747,2025-10-12,Ontario,Open-pit,Gold,Medium,2838.97,7,11.16,8.17,30.14,223,7.65,332,34.02,7.17,10,15.0,Medium,0.7,2027-01-05
NRCAN-A2748,2022-10-16,Ontario,Open-pit,Gold,Major,4149.22,15,46.49,97.5,3.9,225,3.39,137,72.65,6.69,5,31.4,Low,0.25,2025-05-15
NRCAN-A2749,2023-01-11,Ontario,Open-pit,Gold,Small,1637.37,17,12.2,3.92,49.8,236,1.76,136,65.66,4.96,1,31.4,Low,0.15,2025-08-10
NRCAN-A2750,2020-10-17,Ontario,Open-pit,Gold,Small,2335.12,11,30.79,65.2,145.36,158,7.53,770,63.46,6.93,7,16.1,Medium,0.6,2022-02-12
NRCAN-A2751,2020-06-09,Ontario,Underground,Gold,Medium,4781.62,17,33.4,82.34,20.03,433,6.92,240,26.27,3.03,8,18.3,Medium,0.7,2021-12-10
NRCAN-A2752,2025-03-23,Ontario,Open-pit,Gold,Medium,4404.98,5,5.56,60.82,52.99,347,4.56,593,65.78,8.51,4,11.8,Medium,0.6,2026-03-12
NRCAN-A2753,2023-09-13,Ontario,Underground,Gold,Small,3840.63,23,3.38,97.65,27.22,363,5.02,378,67.27,9.41,8,17.4,Medium,0.65,2025-02-16
NRCAN-A2724,2024-02-25,Ontario,Underground,Copper,Major,571.21,17,10.01,34.56,119.22,152,3.1,624,40.76,1.81,0,18.6,Low,0.45,2025-09-05
NRCAN-A2723,2021-07-06,Ontario,Open-pit,Nickel,Small,4682.01,14,42.81,18.76,114.06,336,5.38,544,12.41,2.41,11,8.6,Medium,0.7,2022-03-21
NRCAN-A2722,2024-05-13,Ontario,Open-pit,Gold,Medium,2789.95,10,43.57,0.98,85.56,335,4.14,614,29.38,7.55,5,16.6,Medium,0.55,2025-09-23
NRCAN-A2721,2021-02-12,Ontario,Open-pit,Gold,Large,3970.17,28,46.15,94.06,137.05,324,5.04,925,42.71,7.49,1,10.9,Medium,0.75,2022-01-05
NRCAN-A2691,2025-03-09,Ontario,Open-pit,Gold,Small,277.46,2,16.95,9.66,25.45,200,5.26,360,11.02,5.76,12,16.0,Low,0.45,2026-07-02
NRCAN-A2692,2023-10-30,Ontario,Open-pit,Gold,Small,2908.41,12,17.6,53.66,91.58,298,6.75,256,89.02,6.55,8,17.3,Medium,0.55,2025-04-01
NRCAN-A2693,2021-06-09,Ontario,Open-pit,Gold,Major,4054.84,8,23.94,60.28,14.7,389,2.84,142,7.45,4.54,7,20.5,Medium,0.55,2023-02-14
NRCAN-A2694,2024-01-19,Ontario,Open-pit,Gold,Large,190.31,4,21.16,36.69,44.08,160,5.17,919,41.47,7.86,12,8.8,Medium,0.75,2024-10-09
NRCAN-A2695,2024-01-30,Ontario,Underground,Gold,Small,2837.51,28,46.71,60.66,89.59,235,6.57,935,74.55,6.05,12,23.9,Medium,0.55,2026-01-16
NRCAN-A2696,2021-10-07,Ontario,Underground,Gold,Small,1865.09,20,36.07,39.47,12.2,177,1.0,952,39.51,7.8,16,21.4,Medium,0.6,2023-07-11
NRCAN-A2697,2020-10-17,Ontario,Open-pit,Gold,Major,4463.5,23,4.16,86.82,133.33,264,7.2,961,57.11,4.77,19,18.3,Medium,0.65,2022-04-19
NRCAN-A2698,2020-08-16,Ontario,Underground,Gold,Major,735.48,4,18.06,95.38,124.35,63,3.24,69,49.08,7.0,4,17.5,Low,0.45,2022-01-23
NRCAN-A2699,2021-11-24,Ontario,Open-pit,Gold,Medium,2821.53,9,6.73,59.35,71.01,192,3.13,961,60.46,6.08,15,23.5,Low,0.35,2023-10-30
NRCAN-A2700,2023-01-08,Ontario,Open-pit,Gold,Medium,3711.47,14,35.29,71.38,7.57,376,1.97,66,98.73,3.97,8,22.5,Low,0.4,2024-11-13
NRCAN-A2701,2025-04-11,Ontario,Open-pit,Gold,Medium,4413.43,3,0.49,19.2,21.58,272,5.95,23,19.39,6.01,2,18.0,Low,0.5,2026-10-03
NRCAN-A2702,2025-03-13,Ontario,Open-pit,Gold,Large,939.19,6,16.51,15.49,46.2,215,7.55,562,6.69,3.03,9,7.4,High,0.8,2025-10-21
NRCAN-A2703,2024-07-05,Ontario,Underground,Unknown,Medium,4962.71,15,21.99,91.95,54.66,413,3.83,893,39.18,7.1,2,16.4,Medium,0.6,2025-11-08
NRCAN-A2704,2022-06-22,Ontario,Open-pit,Gold,Large,4048.84,23,30.16,26.51,148.12,239,6.11,971,37.44,9.27,4,16.0,Medium,0.75,2023-10-15
NRCAN-A2754,2022-04-12,Ontario,Open-pit,Gold,Small,2342.51,14,48.42,33.77,114.13,216,1.7,666,44.49,6.54,0,23.9,Low,0.5,2024-03-29
NRCAN-A2705,2021-02-27,Ontario,Underground,Gold,Major,696.45,19,25.04,24.63,22.12,179,5.51,721,12.57,6.98,18,13.1,Medium,0.65,2022-03-27
NRCAN-A2707,2025-05-21,Ontario,Open-pit,Gold,Medium,3128.6,1,25.83,52.75,124.19,334,3.75,839,43.76,7.27,3,23.5,Medium,0.6,2027-04-26
NRCAN-A2708,2024-01-08,Ontario,Open-pit,Gold,Medium,4425.74,27,6.6,67.7,117.65,412,6.75,299,83.69,4.73,4,22.5,Low,0.5,2025-11-13
NRCAN-A2709,2025-05-30,Ontario,Underground,Gold,Medium,982.23,9,26.01,67.62,98.22,235,7.17,444,42.3,4.99,16,11.6,High,0.8,2026-05-13
NRCAN-A2710,2023-02-19,Ontario,Underground,Gold,Medium,1360.53,26,7.3,9.48,17.67,128,1.0,320,77.98,6.04,10,35.1,Low,0.15,2026-01-07
NRCAN-A2711,2024-07-01,Ontario,Open-pit,Gold,Medium,4029.03,16,14.47,31.02,147.53,286,9.37,768,48.75,10.0,2,14.1,High,0.85,2025-08-28
NRCAN-A2712,2023-12-11,Ontario,Open-pit,Gold,Small,3420.38,23,5.07,50.34,37.71,269,8.9,123,55.22,9.39,9,17.2,Medium,0.75,2025-05-10
NRCAN-A2713,2024-10-11,Ontario,Open-pit,Gold,Small,2619.32,9,14.27,61.24,126.7,185,7.01,233,86.68,4.99,0,17.7,Medium,0.55,2026-03-26
NRCAN-A2714,2023-12-08,Ontario,Underground,Gold,Medium,3252.83,12,43.36,27.06,134.25,188,3.41,258,77.42,5.05,6,24.7,Low,0.35,2025-12-18
NRCAN-A2715,2020-07-18,Ontario,Open-pit,Gold,Large,4383.46,14,15.43,18.32,66.13,353,3.0,617,65.77,3.78,12,25.1,Low,0.4,2022-08-10
NRCAN-A2716,2025-01-06,Ontario,Underground,Gold,Large,1938.27,15,23.56,84.16,127.62,140,5.39,195,26.68,4.98,5,17.1,Medium,0.6,2026-06-03
NRCAN-A2717,2020-12-14,Ontario,Open-pit,Gold,Medium,3848.56,22,26.04,85.79,41.86,376,4.26,727,41.03,5.99,10,16.1,Medium,0.7,2022-04-11
NRCAN-A2718,2025-05-11,Ontario,Underground,Gold,Large,802.94,24,9.0,28.0,133.49,104,7.8,203,78.72,7.07,14,12.7,Medium,0.7,2026-05-27
NRCAN-A2719,2024-02-20,Ontario,Open-pit,Gold,Large,3508.92,21,22.15,56.01,95.39,223,7.5,77,62.75,6.26,18,22.9,Medium,0.65,2026-01-07
NRCAN-A2720,2024-06-18,Ontario,Underground,Gold,Small,2220.56,8,4.12,14.2,117.98,176,7.86,471,87.29,8.36,16,17.9,Medium,0.7,2025-12-07
NRCAN-A2706,2024-12-07,Ontario,Underground,Gold,Large,1561.31,4,3.58,16.61,45.47,244,3.4,695,57.15,7.05,12,27.6,Low,0.5,2027-03-15
NRCAN-A2755,2023-11-26,Ontario,Open-pit,Gold,Medium,2938.86,17,16.91,47.2,137.94,275,8.23,415,24.94,10.0,17,11.2,High,0.9,2024-10-27
NRCAN-A2756,2023-10-13,Ontario,Underground,Gold,Major,4191.77,28,42.23,82.13,17.1,379,4.6,263,80.31,7.72,9,19.5,Medium,0.65,2025-05-20
NRCAN-A2757,2023-08-31,Ontario,Underground,Copper,Medium,2724.84,28,35.25,68.17,135.54,332,5.77,503,75.41,9.81,7,20.4,Medium,0.65,2025-05-04
NRCAN-A2792,2022-06-07,Ontario,Open-pit,Gold,Medium,2321.67,24,2.29,87.45,94.76,234,5.17,713,24.41,4.89,14,16.3,Medium,0.7,2023-10-09
NRCAN-A2793,2021-04-10,Ontario,Open-pit,Gold,Medium,1508.29,11,37.29,6.95,75.51,181,4.55,360,86.45,9.36,12,21.1,Low,0.4,2023-01-03
NRCAN-A2794,2024-08-31,Ontario,Open-pit,Gold,Small,1189.11,5,34.03,8.11,38.78,215,4.01,150,60.85,4.49,9,23.5,Low,0.35,2026-08-06
NRCAN-A2795,2024-10-07,Ontario,Underground,Gold,Large,4612.18,20,3.33,59.77,25.24,277,2.38,384,89.85,8.46,18,26.3,Low,0.5,2026-12-05
NRCAN-A2796,2022-06-24,Ontario,Open-pit,Gold,Major,3746.64,1,31.82,49.65,108.39,329,6.71,591,20.29,10.0,16,12.2,High,0.8,2023-06-25
NRCAN-A2797,2021-12-26,Ontario,Underground,Gold,Medium,1673.68,14,15.0,29.29,121.98,234,5.45,442,8.17,4.06,14,15.5,Medium,0.7,2023-04-05
NRCAN-A2798,2024-06-29,Ontario,Underground,Gold,Medium,3503.78,24,8.95,97.62,39.2,190,5.87,724,35.4,5.69,2,14.1,Medium,0.6,2025-08-26
NRCAN-A2799,2024-05-19,Ontario,Underground,Gold,Major,4829.26,22,19.31,74.63,63.74,333,6.9,174,5.64,6.46,17,18.6,Medium,0.7,2025-11-28
NRCAN-A2800,2024-08-25,Ontario,Underground,Gold,Medium,1010.89,5,37.13,28.39,144.19,228,5.11,729,14.11,6.74,8,13.9,Medium,0.7,2025-10-16
NRCAN-A2801,2022-05-05,Ontario,Open-pit,Gold,Medium,4350.22,20,49.04,60.5,19.44,339,4.31,272,78.78,7.07,12,20.7,Medium,0.65,2024-01-16
NRCAN-A2802,2023-09-29,Ontario,Open-pit,Gold,Large,904.16,27,26.75,79.56,128.15,111,7.54,472,71.24,4.87,1,20.7,Medium,0.55,2025-06-11
NRCAN-A2803,2024-11-25,Ontario,Open-pit,Gold,Large,1547.3,27,4.55,93.11,45.91,246,2.81,24,5.7,7.35,9,23.8,Medium,0.65,2026-11-09
NRCAN-A2804,2022-02-03,Ontario,Open-pit,Gold,Large,2723.87,23,18.45,69.77,103.06,334,6.38,323,50.96,8.34,9,22.3,Medium,0.65,2023-12-04
NRCAN-A2805,2024-06-08,Ontario,Open-pit,Gold,Small,3109.26,6,41.95,41.86,38.05,306,5.72,91,44.88,7.8,13,13.2,High,0.8,2025-07-09
NRCAN-A2791,2024-11-09,Ontario,Underground,Gold,Major,1938.44,11,38.61,91.57,36.06,117,5.23,957,36.26,8.23,6,12.1,Medium,0.75,2025-11-07
NRCAN-A2806,2022-03-07,Ontario,Underground,Gold,Large,4042.84,19,19.9,69.11,144.97,223,2.78,448,38.69,9.4,19,20.5,Medium,0.65,2023-11-12
NRCAN-A2808,2021-07-20,Ontario,Open-pit,Gold,Major,2675.88,26,20.66,60.01,77.04,237,6.77,77,78.74,8.99,4,17.3,Medium,0.6,2022-12-21
NRCAN-A2809,2021-05-08,Ontario,Underground,Gold,Small,4827.66,29,11.85,89.46,136.58,252,5.12,533,24.0,9.15,18,9.6,High,0.8,2022-02-20
NRCAN-A2810,2024-11-07,Ontario,Underground,Gold,Large,1247.99,28,9.11,0.75,126.05,75,5.61,782,88.11,6.59,8,26.7,Low,0.3,2027-01-17
NRCAN-A2811,2022-06-15,Ontario,Open-pit,Gold,Major,3555.89,14,18.26,69.45,142.47,372,2.62,324,31.82,3.67,10,16.0,Medium,0.55,2023-10-08
NRCAN-A2812,2022-02-18,Ontario,Open-pit,Unknown,Large,3857.97,17,12.35,72.64,10.18,370,4.38,398,3.57,5.43,4,14.9,Medium,0.65,2023-05-11
NRCAN-A2813,2022-06-12,Ontario,Open-pit,Silver,Major,2079.75,7,28.68,54.12,73.32,268,3.22,371,88.91,5.5,8,25.9,Low,0.4,2024-07-28
NRCAN-A2814,2021-04-13,Ontario,Open-pit,Gold,Major,1072.76,21,30.73,81.61,102.96,217,5.99,574,49.39,6.91,7,14.6,Medium,0.7,2022-06-25
NRCAN-A2815,2020-12-14,Ontario,Open-pit,Gold,Medium,3896.82,1,28.55,20.23,124.83,363,7.66,235,49.71,4.35,10,14.0,High,0.8,2022-02-07
NRCAN-A2816,2024-11-15,Ontario,Underground,Gold,Large,3355.76,17,4.34,40.9,24.47,260,6.36,174,55.14,4.69,17,21.5,Medium,0.55,2026-08-22
NRCAN-A2817,2023-05-04,Ontario,Open-pit,Unknown,Large,4382.38,6,33.38,80.76,85.02,379,8.92,417,17.99,5.35,7,13.6,High,0.8,2024-06-15
NRCAN-A2818,2024-12-16,Ontario,Underground,Gold,Medium,4223.19,4,19.29,60.37,24.44,290,7.61,604,71.49,3.98,12,18.6,Medium,0.65,2026-06-27
NRCAN-A2819,2023-03-24,Ontario,Open-pit,Gold,Small,1033.92,14,43.92,99.44,113.31,222,3.75,85,23.14,4.91,10,20.5,Medium,0.55,2024-11-28
NRCAN-A2820,2023-04-09,Ontario,Underground,Gold,Large,884.12,18,4.32,24.43,40.32,122,6.3,70,63.12,5.24,15,16.4,Medium,0.5,2024-08-12
NRCAN-A2821,2023-03-23,Ontario,Open-pit,Gold,Medium,4319.88,20,0.56,19.91,115.47,367,4.04,192,74.98,9.02,17,23.1,Low,0.5,2025-02-13
NRCAN-A2807,2025-06-25,Ontario,Open-pit,Gold,Major,2042.54,12,22.84,6.92,7.52,122,5.13,124,12.67,4.93,7,18.3,Low,0.45,2026-12-26
NRCAN-A2823,2020-11-08,Ontario,Underground,Gold,Large,2853.61,13,20.09,86.93,51.5,335,6.32,6,8.31,7.51,16,12.4,High,0.8,2021-11-15
NRCAN-A2790,2020-07-08,Ontario,Open-pit,Gold,Medium,4968.42,23,21.06,73.92,34.85,427,7.63,217,7.44,5.4,14,18.0,High,0.8,2021-12-30
NRCAN-A2788,2025-02-06,Ontario,Underground,Gold,Large,1426.49,29,39.31,67.81,134.61,202,7.74,603,8.71,2.32,7,14.2,High,0.8,2026-04-08
NRCAN-A2758,2023-09-26,Ontario,Open-pit,Gold,Large,3693.57,20,30.25,21.41,40.72,229,4.92,972,5.71,6.13,16,11.2,Medium,0.7,2024-08-27
NRCAN-A2759,2020-06-10,Ontario,Underground,Gold,Large,3955.39,21,34.29,49.87,33.46,378,3.8,657,49.43,8.52,13,23.7,Medium,0.65,2022-05-22
NRCAN-A2760,2025-04-24,Ontario,Underground,Gold,Large,2685.88,7,20.68,86.3,12.07,324,4.56,79,31.96,4.92,10,10.1,Medium,0.7,2026-02-21
NRCAN-A2761,2023-04-10,Ontario,Underground,Gold,Medium,997.2,4,30.39,19.18,10.38,120,4.2,724,42.22,8.01,8,8.1,Medium,0.75,2023-12-09
NRCAN-A2762,2025-08-23,Ontario,Open-pit,Gold,Small,1231.25,8,43.39,17.98,66.96,117,6.92,237,17.69,8.63,9,11.7,Medium,0.75,2026-08-09
NRCAN-A2763,2020-07-22,Ontario,Underground,Gold,Medium,4525.67,1,35.76,82.84,98.8,305,6.98,472,46.89,6.64,2,17.3,Medium,0.65,2021-12-23
NRCAN-A2764,2023-03-30,Ontario,Open-pit,Gold,Medium,4203.24,10,12.72,19.89,27.66,388,5.01,315,70.62,6.35,16,20.8,Medium,0.55,2024-12-13
NRCAN-A2765,2020-09-18,Ontario,Open-pit,Gold,Small,60.51,1,49.25,45.28,32.65,100,5.75,748,43.7,8.79,10,7.5,Medium,0.75,2021-05-01
NRCAN-A2766,2023-07-08,Ontario,Underground,Gold,Small,4348.24,1,32.19,18.08,25.93,408,8.47,378,23.41,4.44,3,15.5,Medium,0.75,2024-10-15
NRCAN-A2767,2022-08-01,Ontario,Underground,Gold,Major,135.92,4,25.12,1.47,120.98,62,2.33,771,41.48,5.18,0,26.8,Low,0.25,2024-10-13
NRCAN-A2768,2024-07-31,Ontario,Open-pit,Gold,Major,2296.82,17,39.09,87.54,20.58,166,8.58,800,59.24,5.74,17,22.7,Medium,0.6,2026-06-12
NRCAN-A2769,2024-04-08,Ontario,Open-pit,Gold,Small,346.49,5,30.17,77.9,11.01,156,8.72,989,93.64,5.84,14,15.5,Medium,0.6,2025-07-17
NRCAN-A2770,2023-04-15,Ontario,Underground,Gold,Small,4861.87,6,30.89,15.96,6.02,277,6.38,928,88.79,4.45,16,18.9,Medium,0.55,2024-11-02
NRCAN-A2771,2024-08-18,Ontario,Open-pit,Gold,Medium,3058.25,7,9.02,80.64,82.0,234,6.38,581,98.46,7.98,16,22.2,Medium,0.65,2026-06-15
NRCAN-A2789,2025-03-23,Ontario,Underground,Gold,Medium,3910.97,22,18.74,25.68,133.18,299,8.35,351,17.69,5.39,11,13.4,High,0.8,2026-04-29
NRCAN-A2772,2025-08-15,Ontario,Open-pit,Gold,Medium,1967.1,8,27.21,35.94,14.1,158,2.56,398,55.9,5.73,17,24.9,Low,0.35,2027-09-01
NRCAN-A2774,2023-01-13,Ontario,Open-pit,Gold,Small,3813.87,18,28.56,31.67,124.9,236,7.71,166,87.53,6.7,7,19.3,Medium,0.65,2024-08-14
NRCAN-A2775,2023-07-19,Ontario,Open-pit,Gold,Medium,1123.73,28,6.36,43.23,145.22,248,3.01,158,86.24,7.78,3,28.0,Low,0.45,2025-11-05
NRCAN-A2776,2022-07-05,Ontario,Open-pit,Gold,Small,2214.2,4,11.68,53.55,129.13,273,3.5,584,86.86,8.03,17,23.7,Low,0.5,2024-06-15
NRCAN-A2777,2021-09-03,Ontario,Open-pit,Gold,Major,3688.97,23,40.46,76.2,143.94,354,8.43,891,95.05,10.0,10,20.4,Medium,0.75,2023-05-08
NRCAN-A2778,2025-08-15,Ontario,Open-pit,Gold,Major,1983.01,25,20.32,83.21,100.57,165,5.03,287,27.64,5.84,8,14.6,Medium,0.65,2026-10-27
NRCAN-A2779,2025-09-28,Ontario,Underground,Gold,Large,169.66,25,33.72,44.35,148.08,181,7.33,831,33.34,5.74,7,8.9,Medium,0.75,2026-06-22
NRCAN-A2780,2021-05-10,Ontario,Underground,Gold,Small,3689.68,3,17.1,15.36,119.2,205,6.84,169,56.39,6.59,10,19.5,Medium,0.55,2022-12-16
NRCAN-A2781,2021-11-12,Ontario,Underground,Gold,Medium,4884.31,28,24.81,34.07,145.75,283,6.8,468,86.84,6.14,4,20.3,Low,0.5,2023-07-14
NRCAN-A2782,2024-09-28,Ontario,Underground,Gold,Medium,194.86,23,40.7,80.18,106.39,104,1.36,52,25.45,6.64,9,21.7,Medium,0.5,2026-07-11
NRCAN-A2783,2021-09-25,Ontario,Underground,Gold,Large,2704.2,4,14.15,27.4,143.51,220,7.04,907,65.84,7.49,14,17.5,Medium,0.75,2023-03-04
NRCAN-A2784,2024-01-16,Ontario,Open-pit,Gold,Medium,2255.19,25,21.13,4.75,38.05,273,4.42,674,94.04,7.8,10,22.3,Low,0.45,2025-11-15
NRCAN-A2785,2023-01-04,Ontario,Open-pit,Gold,Medium,1219.82,23,10.21,56.43,45.04,236,6.17,334,21.59,6.85,1,16.6,Medium,0.65,2024-05-16
NRCAN-A2786,2021-04-16,Ontario,Open-pit,Gold,Large,3192.44,16,17.62,3.36,59.59,333,5.01,819,30.69,3.44,9,20.6,Low,0.5,2022-12-25
NRCAN-A2787,2025-06-15,Ontario,Open-pit,Gold,Medium,826.48,13,44.27,88.49,69.69,122,7.46,618,40.74,7.37,2,10.1,Medium,0.8,2026-04-14
NRCAN-A2773,2025-08-01,Ontario,Open-pit,Gold,Major,2564.84,24,14.23,66.19,33.36,216,6.67,462,14.71,2.97,13,14.9,Medium,0.7,2026-10-22
NRCAN-A3228,2022-10-01,Ontario,Open-pit,Unknown,Large,2269.61,20,30.47,39.28,23.22,205,7.79,732,71.43,9.83,18,17.8,Medium,0.75,2024-03-18
NRCAN-A2958,2025-07-21,Ontario,Open-pit,Unknown,Large,69.69,2,8.17,97.47,137.43,79,9.59,941,52.88,8.25,16,13.0,Medium,0.7,2026-08-15
NRCAN-A2960,2024-06-28,Ontario,Open-pit,Gold,Small,2351.4,3,37.1,35.98,9.95,171,4.52,343,74.71,4.1,4,17.1,Low,0.45,2025-11-23
NRCAN-A3130,2023-06-18,Ontario,Underground,Feldspar (Nonmetals),Major,2469.31,23,19.1,81.61,92.76,182,6.08,693,95.8,4.73,9,22.3,Medium,0.5,2025-04-17
NRCAN-A3131,2024-03-02,Ontario,Underground,Sulphur/Pyrite,Medium,4369.4,13,38.19,13.57,82.18,277,5.55,540,6.86,8.03,11,10.6,High,0.8,2025-01-14
NRCAN-A3132,2024-09-22,Ontario,Underground,Graphite,Medium,3869.58,7,25.83,1.51,143.57,252,7.4,775,54.96,4.14,6,24.5,Low,0.45,2026-09-27
